"disorder1	disorder2	ngenes1	ngenes2	class1	class2	ngenescommon"
"Coloboma, ocular	Eye anomalies, multiplex	3	3	Ophthamological	Ophthamological	3"
"Coloboma, ocular	Foveal hypoplasia, isolated	3	3	Ophthamological	Ophthamological	3"
"Coloboma, ocular	Keratitis	3	3	Ophthamological	Ophthamological	3"
"Coloboma, ocular	Morning glory disc anomaly	3	3	Ophthamological	Skeletal	3"
"Coloboma, ocular	Optic nerve hypoplasia/aplasia	3	3	Ophthamological	Ophthamological	3"
"Coloboma, ocular	Peters anomaly	3	3	Ophthamological	Developmental	3"
"Coloboma, ocular	Holoprosencephaly-3	4	4	Ophthamological	Developmental	4"
"Coloboma, ocular	Solitary median maxillary central incisor	4	4	Ophthamological	Skeletal	4"
"Colon adenocarcinoma	Lymphoma, non-Hodgkin	1	1	Cancer	Cancer	1"
"Colon adenocarcinoma	Lymphoma, non-Hodgkin	3	3	Cancer	Cancer	3"
"Colon cancer	Germ cell tumor	1	1	Cancer	Cancer	1"
"Colon cancer	Lymphoma, follicular	1	1	Cancer	Cancer	1"
"Colon cancer	Lymphoma, MALT	1	1	Cancer	Cancer	1"
"Colon cancer	Mesothelioma	1	1	Cancer	Cancer	1"
"Colon cancer	Sezary syndrome	1	1	Cancer	Cancer	1"
"Colon cancer	Colorectal cancer, hereditary nonpolyposis, type 6	2	2	Cancer	Cancer	2"
"Colon cancer	Esophageal cancer	2	2	Cancer	Cancer	2"
"Colon cancer	Loeys-Dietz syndrome	2	2	Cancer	Connective tissue	2"
"Colon cancer, hereditary nonpolypopsis, type 7	Colorectal cancer, somatic	2	2	Cancer	Cancer	2"
"Colonic aganglionosis, total, with small bowel involvement	Hirschsprung disease	2	2	Gastrointestinal	Gastrointestinal	2"
"Colonic aganglionosis, total, with small bowel involvement	Medullary thyroid carcinoma	2	2	Gastrointestinal	Cancer	2"
"Colonic aganglionosis, total, with small bowel involvement	Multiple endocrine neoplasia IIA	2	2	Gastrointestinal	Cancer	2"
"Colonic aganglionosis, total, with small bowel involvement	Multiple endocrine neoplasia IIB	2	2	Gastrointestinal	Cancer	2"
"Colorblindness, deutan	Colorblindness, protan	4	4	Ophthamological	Ophthamological	1"
"Colorblindness, protan	Rubenstein-Taybi syndrome	4	3	Ophthamological	multiple	1"
"Colorectal adenomatous polyposis, autosomal recessive, with pilomatricomas	Gastric cancer, somatic	1	1	Cancer	Cancer	1"
"Colorectal cancer	Oligodontia-colorectal cancer syndrome	1	1	Cancer	Cancer	1"
"Colorectal cancer	Rubinstein-Taybi syndrome	1	1	Cancer	multiple	1"
"Colorectal cancer	Hepatocellular cancer	3	3	Cancer	Cancer	3"
"Colorectal cancer	Ovarian cancer	1	1	Cancer	Cancer	1"
"Colorectal cancer	Hepatocellular carcinoma	3	3	Cancer	Cancer	3"
"Colorectal cancer	Histiocytoma	3	3	Cancer	Cancer	3"
"Colorectal cancer	Li-Fraumeni syndrome	3	3	Cancer	Cancer	3"
"Colorectal cancer	Multiple malignancy syndrome	3	3	Cancer	Cancer	3"
"Colorectal cancer	Nasopharyngeal carcinoma	3	3	Cancer	Cancer	3"
"Colorectal cancer	Osteosarcoma	3	3	Cancer	Cancer	3"
"Colorectal cancer	Pancreatic cancer	3	3	Cancer	Cancer	3"
"Colorectal cancer	Thyroid carcinoma	3	3	Cancer	Cancer	3"
"Colorectal cancer	Desmoid disease, hereditary	3	3	Cancer	Cancer	3"
"Colorectal cancer	Gardner syndrome	3	3	Cancer	Cancer	3"
"Colorectal cancer	Gastric cancer	3	3	Cancer	Cancer	3"
"Colorectal cancer	Turcot syndrome	3	3	Cancer	Cancer	3"
"Colorectal cancer	T-cell acute lymphoblastic leukemia	1	1	Cancer	Cancer	1"
"Colorectal cancer	Hepatoblastoma	1	1	Cancer	Cancer	1"
"Colorectal cancer	Hepatocellular carcinoma	1	1	Cancer	Cancer	1"
"Colorectal cancer	Ovarian carcinoma, endometrioid type	1	1	Cancer	Cancer	1"
"Colorectal cancer	Pilomatricoma	1	1	Cancer	Cancer	1"
"Colorectal cancer, hereditary nonpolyposis, type 1	Glioblastoma, early-onset	4	4	Cancer	Cancer	4"
"Colorectal cancer, hereditary nonpolyposis, type 1	Lymphoma, T-cell	4	4	Cancer	Cancer	4"
"Colorectal cancer, hereditary nonpolyposis, type 1	Lynch cancer family syndrome II	4	4	Cancer	Cancer	4"
"Colorectal cancer, hereditary nonpolyposis, type 1	Muir-Torre syndrome	4	4	Cancer	Cancer	4"
"Colorectal cancer, hereditary nonpolyposis, type 1	Neurofibromatosis, type I, with leukemia	4	4	Cancer	Cancer	4"
"Colorectal cancer, hereditary nonpolyposis, type 1	Ovarian cancer	4	4	Cancer	Cancer	4"
"Colorectal cancer, hereditary nonpolyposis, type 2	Muir-Torre syndrome	3	3	Cancer	Cancer	3"
"Colorectal cancer, hereditary nonpolyposis, type 2	Turcot syndrome with glioblastoma	3	3	Cancer	Cancer	3"
"Colorectal cancer, hereditary nonpolyposis, type 4	Neuroectodermal tumors, supratentorial primitive, with cafe-au-lait spots	3	3	Cancer	multiple	3"
"Colorectal cancer, hereditary nonpolyposis, type 4	Turcot syndrome with glioblastoma	3	3	Cancer	Cancer	3"
"Colorectal cancer, hereditary nonpolyposis, type 5	Endometrial carcinoma	3	3	Cancer	Cancer	3"
"Colorectal cancer, hereditary nonpolyposis, type 5	Ovarian cancer, endometrial type	3	3	Cancer	Cancer	3"
"Colorectal cancer, hereditary nonpolyposis, type 6	Esophageal cancer	2	2	Cancer	Cancer	2"
"Colorectal cancer, hereditary nonpolyposis, type 6	Loeys-Dietz syndrome	2	2	Cancer	Connective tissue	2"
"Colorectal cancer, somatic	Crouzon syndrome with acanthosis nigricans	2	2	Cancer	Skeletal	2"
"Colorectal cancer, somatic	Hypochondroplasia	2	2	Cancer	Skeletal	2"
"Colorectal cancer, somatic	Muenke syndrome	2	2	Cancer	Skeletal	2"
"Colorectal cancer, somatic	Thanatophoric dysplasia, types I and II	2	2	Cancer	Skeletal	2"
"Colorectal cancer, somatic	Pneumothorax, primary spontaneous	2	2	Cancer	Respiratory	2"
"Colorectal cancer, somatic	Renal carcinoma, chromophobe, somatic	2	2	Cancer	Cancer	2"
"Colorectal cancer, somatic	Melanoma, melignant, somatic	1	1	Cancer	Cancer	1"
"Colorectal cancer, somatic	Nonsmall cell lung cancer, somatic	1	1	Cancer	Cancer	1"
"Colorectal cancer, susceptibility to	Leukemia/lymphoma, chronic B-cell	3	3	Cancer	Cancer	3"
"Colorectal cancer, susceptibility to	von Hippel-Lindau disease, modification of	3	3	Cancer	Cancer	3"
"Combined hyperlipemia, familial	Lipoprotein lipase deficiency	2	2	Metabolic	Metabolic	2"
"Combined immunodeficiency, X-linked, moderate	Severe combined immunodeficiency, X-linked	4	4	Immunological	Immunological	4"
"Combined SAP deficiency	Gaucher disease, variant form	2	2	Metabolic	Metabolic	2"
"Combined SAP deficiency	Metachromatic leukodystrophy due to deficiency of SAP-1	2	2	Metabolic	Neurological	2"
"Cone dystrophy-1	Cone-rod dystrophy	5	5	Ophthamological	Ophthamological	5"
"Cone dystrophy-1	Cone-rod retinal dystrophy-2	5	3	Ophthamological	Ophthamological	1"
"Cone dystrophy-1	Leber congenital amaurosis	5	3	Ophthamological	Ophthamological	1"
"Cone dystrophy-1	Macular degeneration, X-linked atrophic	5	5	Ophthamological	Ophthamological	5"
"Cone dystrophy-1	Retinitis pigmentosa-3	5	5	Ophthamological	Ophthamological	5"
"Cone dystrophy-1	Retinitis pigmentosa, late-onset dominant	5	3	Ophthamological	Ophthamological	1"
"Cone dystrophy-1	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	5	5	Ophthamological	Ophthamological	5"
"Cone dystrophy-1	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy	Cone-rod retinal dystrophy-2	5	3	Ophthamological	Ophthamological	1"
"Cone-rod dystrophy	Leber congenital amaurosis	5	3	Ophthamological	Ophthamological	1"
"Cone-rod dystrophy	Macular degeneration, X-linked atrophic	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy	Retinitis pigmentosa-3	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy	Retinitis pigmentosa, late-onset dominant	5	3	Ophthamological	Ophthamological	1"
"Cone-rod dystrophy	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy 3	Fundus flavimaculatus	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy 3	Macular dystrophy, age-related, 2	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy 3	Retinitis pigmentosa-19	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy 3	Stargardt disease-1	5	5	Ophthamological	Ophthamological	5"
"Cone-rod dystrophy	Leber congenital amaurosis	2	2	Ophthamological	Ophthamological	2"
"Cone-rod dystrophy	Retinitis pigmentosa, juvenile	2	2	Ophthamological	Ophthamological	2"
"Cone-rod dystrophy 6	Leber congenital amaurosis, type I	4	4	Ophthamological	Ophthamological	4"
"Cone-rod dystrophy 9	Leber congenital amaurosis	3	3	Ophthamological	Ophthamological	3"
"Cone-rod retinal dystrophy-2	Leber congenital amaurosis	3	3	Ophthamological	Ophthamological	3"
"Cone-rod retinal dystrophy-2	Macular degeneration, X-linked atrophic	3	5	Ophthamological	Ophthamological	1"
"Cone-rod retinal dystrophy-2	Retinitis pigmentosa-3	3	5	Ophthamological	Ophthamological	1"
"Cone-rod retinal dystrophy-2	Retinitis pigmentosa, late-onset dominant	3	3	Ophthamological	Ophthamological	3"
"Cone-rod retinal dystrophy-2	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	3	5	Ophthamological	Ophthamological	1"
"Cone-rod retinal dystrophy-2	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	3	5	Ophthamological	Ophthamological	1"
"Congenital bilateral absence of vas deferens	Cystic fibrosis	4	4	Unclassified	Respiratory	4"
"Congenital bilateral absence of vas deferens	Hypertrypsinemia, neonatal	4	4	Unclassified	Gastrointestinal	4"
"Congenital bilateral absence of vas deferens	Pancreatitis, idiopathic	4	4	Unclassified	Gastrointestinal	4"
"Congenital bilateral absence of vas deferens	Sweat chloride elevation without CF	4	4	Unclassified	Unclassified	4"
"Congestive heart failure, susceptibility to	Resting heart rate	3	3	Cardiovascular	Cardiovascular	3"
"Conjunctivitis, ligneous	Plasminogen Tochigi disease	1	1	Ophthamological	Hematological	1"
"Conotruncal anomaly face syndrome	DiGeorge syndrome	8	8	Cardiovascular	multiple	8"
"Conotruncal anomaly face syndrome	Velocardiofacial syndrome	8	8	Cardiovascular	multiple	8"
"Convulsions, familial febrile, 4	Usher syndrome, type IIC	5	5	Neurological	multiple	5"
"Coproporphyria	Harderoporphyrinuria	1	1	Metabolic	Metabolic	1"
"Corneal clouding, autosomal recessive	Hypertriglyceridemia, one form	1	1	Ophthamological	Metabolic	1"
"Corneal clouding, autosomal recessive	Hypoalphalipoproteinemia	1	1	Ophthamological	Metabolic	1"
"Corneal dystrophy, Avellino type	Corneal dystrophy, Groenouw type I	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Avellino type	Corneal dystrophy, lattice type I	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Avellino type	Corneal dystrophy, lattice type IIIA	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Avellino type	Corneal dystrophy, Reis-Bucklers type	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Avellino type	Corneal dystrophy, Thiel-Behnke type	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Groenouw type I	Corneal dystrophy, lattice type I	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Groenouw type I	Corneal dystrophy, lattice type IIIA	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Groenouw type I	Corneal dystrophy, Reis-Bucklers type	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Groenouw type I	Corneal dystrophy, Thiel-Behnke type	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, hereditary polymorphous posterior	Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	5	5	Ophthamological	multiple	5"
"Corneal dystrophy, hereditary polymorphous posterior	Keratoconus	5	5	Ophthamological	Ophthamological	5"
"Corneal dystrophy, hereditary polymorphous posterior	Spondyloepiphyseal dysplasia tarda with progressive arthropathy	5	3	Ophthamological	Skeletal	1"
"Corneal dystrophy, hereditary polymorphous posterior, 2	Fuchs endothelial corneal dystrophy	3	3	Ophthamological	Ophthamological	3"
"Corneal dystrophy, lattice type I	Corneal dystrophy, lattice type IIIA	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, lattice type I	Corneal dystrophy, Reis-Bucklers type	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, lattice type I	Corneal dystrophy, Thiel-Behnke type	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, lattice type IIIA	Corneal dystrophy, Reis-Bucklers type	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, lattice type IIIA	Corneal dystrophy, Thiel-Behnke type	6	6	Ophthamological	Ophthamological	6"
"Corneal dystrophy, Reis-Bucklers type	Corneal dystrophy, Thiel-Behnke type	6	6	Ophthamological	Ophthamological	6"
"Coronary artery disease in familial hypercholesterolemia, protection against	HDL deficiency, familial	4	4	Cardiovascular	Metabolic	4"
"Coronary artery disease in familial hypercholesterolemia, protection against	Tangier disease	4	4	Cardiovascular	Metabolic	4"
"Coronary artery disease, susceptibility to	Coronary artery spasm, susceptibility to	3	3	Cardiovascular	Cardiovascular	3"
"Coronary spasms, susceptibility to	Hypertension, pregnancy-induced	1	1	Cardiovascular	Cardiovascular	1"
"Coronary spasms, susceptibility to	Hypertension, susceptibility to	1	1	Cardiovascular	Cardiovascular	1"
"Coronary spasms, susceptibility to	Placental abruption	1	1	Cardiovascular	Unclassified	1"
"Costello syndrome	Thyroid carcinoma, follicular, somatic	1	1	multiple	Cancer	1"
"Coumarin resistance	Nicotine addiction, protection from	4	4	Hematological	Psychiatric	4"
"Cowden disease	Endometrial carcinoma	2	2	Cancer	Cancer	2"
"Cowden disease	Lhermitte-Duclos syndrome	2	2	Cancer	Cancer	2"
"Cowden disease	Meningioma	2	2	Cancer	Cancer	2"
"Cowden disease	Oligodendroglioma	2	2	Cancer	Cancer	2"
"Cowden disease	Prostate cancer	2	2	Cancer	Cancer	2"
"Cowden disease	Thyroid carcinoma, follicular	2	2	Cancer	Cancer	2"
"Cowden disease	VATER association with hydrocephalus	2	2	Cancer	multiple	2"
"Cowden-like syndrome	Polyposis, juvenile intestinal	3	3	Cancer	Cancer	3"
"CPT deficiency, hepatic, type II	CPT II deficiency, lethal neonatal	1	1	Metabolic	Metabolic	1"
"CPT deficiency, hepatic, type II	Myopathy due to CPT II deficiency	1	1	Metabolic	Muscular	1"
"CPT II deficiency, lethal neonatal	Myopathy due to CPT II deficiency	1	1	Metabolic	Muscular	1"
"Cramps, familial, potassium-aggravated	Hyperkalemic periodic paralysis	3	3	Muscular	Neurological	3"
"Cramps, familial, potassium-aggravated	Hypokalemic periodic paralysis	3	3	Muscular	Renal	3"
"Cramps, familial, potassium-aggravated	Myasthenic syndrome	3	3	Muscular	Muscular	3"
"Cramps, familial, potassium-aggravated	Myotonia congenita, atypical, acetazolamide-responsive	3	3	Muscular	Muscular	3"
"Cramps, familial, potassium-aggravated	Paramyotonia congenita	3	3	Muscular	Muscular	3"
"Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	Keratoconus	5	5	multiple	Ophthamological	5"
"Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	Spondyloepiphyseal dysplasia tarda with progressive arthropathy	5	3	multiple	Skeletal	1"
"Craniofacial-deafness-hand syndrome	Rhabdomyosarcoma, alveolar	4	4	multiple	Cancer	4"
"Craniofacial-deafness-hand syndrome	Waardenburg syndrome, type I	4	4	multiple	multiple	4"
"Craniofacial-deafness-hand syndrome	Waardenburg syndrome, type III	4	4	multiple	multiple	4"
"Craniofacial-skeletal-dermatologic dysplasia	Craniosynostosis, nonspecific	4	4	multiple	Skeletal	4"
"Craniofacial-skeletal-dermatologic dysplasia	Crouzon syndrome	4	4	multiple	Skeletal	4"
"Craniofacial-skeletal-dermatologic dysplasia	Gastric cancer, somatic	4	4	multiple	Cancer	4"
"Craniofacial-skeletal-dermatologic dysplasia	Jackson-Weiss syndrome	4	4	multiple	Skeletal	4"
"Craniofacial-skeletal-dermatologic dysplasia	Pfeiffer syndrome	4	4	multiple	Skeletal	4"
"Craniofacial-skeletal-dermatologic dysplasia	Saethre-Chotzen syndrome	4	4	multiple	Developmental	4"
"Craniosynostosis, nonspecific	Crouzon syndrome	4	4	Skeletal	Skeletal	4"
"Craniosynostosis, nonspecific	Gastric cancer, somatic	4	4	Skeletal	Cancer	4"
"Craniosynostosis, nonspecific	Jackson-Weiss syndrome	4	4	Skeletal	Skeletal	4"
"Craniosynostosis, nonspecific	Pfeiffer syndrome	4	4	Skeletal	Skeletal	4"
"Craniosynostosis, nonspecific	Saethre-Chotzen syndrome	4	4	Skeletal	Developmental	4"
"Craniosynostosis, type 2	Parietal foramina 1	3	3	Skeletal	Skeletal	3"
"Craniosynostosis, type 2	Parietal foramina with cleidocranial dysplasia	3	3	Skeletal	Skeletal	3"
"CRASH syndrome	Hydrocephalus due to aqueductal stenosis	3	3	multiple	Neurological	3"
"CRASH syndrome	Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	3	3	multiple	Neurological	3"
"CRASH syndrome	Hydrocephalus with Hirschsprung disease and cleft palate	3	3	multiple	Neurological	3"
"CRASH syndrome	MASA syndrome	3	3	multiple	multiple	3"
"Creatine deficiency syndrome, X-linked	Mental retardation, X-linked	2	2	Neurological	Neurological	2"
"Creatine deficiency syndrome, X-linked	Mental retardation, X-linked, with seizures and carrier manifestations	2	2	Neurological	Neurological	2"
"Creatine phosphokinase, elevated serum	Creatine phosphokinase, elevated serum	2	2	Metabolic	Metabolic	2"
"Creatine phosphokinase, elevated serum	Muscular dystrophy, limb-girdle, type IC	2	2	Metabolic	Muscular	2"
"Creatine phosphokinase, elevated serum	Myopathy, distal, with decreased caveolin 3	2	2	Metabolic	Muscular	2"
"Creatine phosphokinase, elevated serum	Rippling muscle disease	2	2	Metabolic	Muscular	2"
"Creatine phosphokinase, elevated serum	Muscular dystrophy, limb-girdle, type IC	2	2	Metabolic	Muscular	2"
"Creatine phosphokinase, elevated serum	Myopathy, distal, with decreased caveolin 3	2	2	Metabolic	Muscular	2"
"Creatine phosphokinase, elevated serum	Rippling muscle disease	2	2	Metabolic	Muscular	2"
"Creutzfeldt-Jakob disease	Gerstmann-Straussler disease	2	2	Neurological	Neurological	2"
"Creutzfeldt-Jakob disease	Huntington disease-like 1	2	2	Neurological	Neurological	2"
"Creutzfeldt-Jakob disease	Insomnia, fatal familial	2	2	Neurological	Psychiatric	2"
"Creutzfeldt-Jakob disease	Prion disease with protracted course	2	2	Neurological	Neurological	2"
"Crigler-Najjar syndrome, type I	Crigler-Najjar syndrome, type II	3	3	multiple	multiple	3"
"Crigler-Najjar syndrome, type I	Gilbert syndrome	3	3	multiple	Metabolic	3"
"Crigler-Najjar syndrome, type I	Hyperbilirubinemia, familial transcient neonatal	3	3	multiple	Gastrointestinal	3"
"Crigler-Najjar syndrome, type II	Gilbert syndrome	3	3	multiple	Metabolic	3"
"Crigler-Najjar syndrome, type II	Hyperbilirubinemia, familial transcient neonatal	3	3	multiple	Gastrointestinal	3"
