disorder	class	gene
Conotruncal anomaly face syndrome	Cardiovascular	CAFS
Conotruncal anomaly face syndrome	Cardiovascular	TGA
Conotruncal anomaly face syndrome	Cardiovascular	DORV
Conotruncal anomaly face syndrome	Cardiovascular	VCFS
Conotruncal anomaly face syndrome	Cardiovascular	DGCR
Contractural arachnodactyly, congenital	Connective tissue	FBN2
Contractural arachnodactyly, congenital	Connective tissue	CCA
Convulsions, familial febrile, 4	Neurological	MASS1
Convulsions, familial febrile, 4	Neurological	VLGR1
Convulsions, familial febrile, 4	Neurological	KIAA0686
Convulsions, familial febrile, 4	Neurological	FEB4
Convulsions, familial febrile, 4	Neurological	USH2C
COPD, rate of decline of lung function in	Respiratory	MMP1
COPD, rate of decline of lung function in	Respiratory	CLG
Coproporphyria	Metabolic	CPO
Corneal clouding, autosomal recessive	Ophthamological	APOA1
Corneal dystrophy, Avellino type	Ophthamological	TGFBI
Corneal dystrophy, Avellino type	Ophthamological	CSD2
Corneal dystrophy, Avellino type	Ophthamological	CDGG1
Corneal dystrophy, Avellino type	Ophthamological	CSD
Corneal dystrophy, Avellino type	Ophthamological	BIGH3
Corneal dystrophy, Avellino type	Ophthamological	CDG2
Corneal dystrophy, gelatinous drop-like	Ophthamological	TACSTD2
Corneal dystrophy, gelatinous drop-like	Ophthamological	TROP2
Corneal dystrophy, gelatinous drop-like	Ophthamological	M1S1
Corneal dystrophy, Groenouw type I	Ophthamological	TGFBI
Corneal dystrophy, Groenouw type I	Ophthamological	CSD2
Corneal dystrophy, Groenouw type I	Ophthamological	CDGG1
Corneal dystrophy, Groenouw type I	Ophthamological	CSD
Corneal dystrophy, Groenouw type I	Ophthamological	BIGH3
Corneal dystrophy, Groenouw type I	Ophthamological	CDG2
Corneal dystrophy, hereditary polymorphous posterior	Ophthamological	VSX1
Corneal dystrophy, hereditary polymorphous posterior	Ophthamological	RINX
Corneal dystrophy, hereditary polymorphous posterior	Ophthamological	PPCD
Corneal dystrophy, hereditary polymorphous posterior	Ophthamological	PPD
Corneal dystrophy, hereditary polymorphous posterior	Ophthamological	KTCN
Corneal dystrophy, hereditary polymorphous posterior, 2	Ophthamological	COL8A2
Corneal dystrophy, hereditary polymorphous posterior, 2	Ophthamological	FECD
Corneal dystrophy, hereditary polymorphous posterior, 2	Ophthamological	PPCD2
Corneal dystrophy, lattice type I	Ophthamological	TGFBI
Corneal dystrophy, lattice type I	Ophthamological	CSD2
Corneal dystrophy, lattice type I	Ophthamological	CDGG1
Corneal dystrophy, lattice type I	Ophthamological	CSD
Corneal dystrophy, lattice type I	Ophthamological	BIGH3
Corneal dystrophy, lattice type I	Ophthamological	CDG2
Corneal dystrophy, lattice type IIIA	Ophthamological	TGFBI
Corneal dystrophy, lattice type IIIA	Ophthamological	CSD2
Corneal dystrophy, lattice type IIIA	Ophthamological	CDGG1
Corneal dystrophy, lattice type IIIA	Ophthamological	CSD
Corneal dystrophy, lattice type IIIA	Ophthamological	BIGH3
Corneal dystrophy, lattice type IIIA	Ophthamological	CDG2
Corneal dystrophy, Reis-Bucklers type	Ophthamological	TGFBI
Corneal dystrophy, Reis-Bucklers type	Ophthamological	CSD2
Corneal dystrophy, Reis-Bucklers type	Ophthamological	CDGG1
Corneal dystrophy, Reis-Bucklers type	Ophthamological	CSD
Corneal dystrophy, Reis-Bucklers type	Ophthamological	BIGH3
Corneal dystrophy, Reis-Bucklers type	Ophthamological	CDG2
Corneal dystrophy, Thiel-Behnke type	Ophthamological	TGFBI
Corneal dystrophy, Thiel-Behnke type	Ophthamological	CSD2
Corneal dystrophy, Thiel-Behnke type	Ophthamological	CDGG1
Corneal dystrophy, Thiel-Behnke type	Ophthamological	CSD
Corneal dystrophy, Thiel-Behnke type	Ophthamological	BIGH3
Corneal dystrophy, Thiel-Behnke type	Ophthamological	CDG2
Corneal fleck dystrophy	Ophthamological	PIP5K3
Corneal fleck dystrophy	Ophthamological	CFD
Cornea plana congenita, recessive	Ophthamological	KERA
Cornea plana congenita, recessive	Ophthamological	CNA2
Cornelia de Lange syndrome	Developmental	NIPBL
Cornelia de Lange syndrome	Developmental	CDLS
Coronary artery disease, autosomal dominant, 1	Cardiovascular	MEF2A
Coronary artery disease, autosomal dominant, 1	Cardiovascular	ADCAD1
Coronary artery disease in familial hypercholesterolemia, protection against	Cardiovascular	ABCA1
Coronary artery disease in familial hypercholesterolemia, protection against	Cardiovascular	ABC1
Coronary artery disease in familial hypercholesterolemia, protection against	Cardiovascular	HDLDT1
Coronary artery disease in familial hypercholesterolemia, protection against	Cardiovascular	TGD
Coronary artery disease, susceptibility to	Cardiovascular	KL
Coronary artery disease, susceptibility to	Cardiovascular	PON1
Coronary artery disease, susceptibility to	Cardiovascular	PON
Coronary artery disease, susceptibility to	Cardiovascular	ESA
Coronary artery disease, susceptibility to	Cardiovascular	PON2
Coronary artery spasm, susceptibility to	Cardiovascular	PON1
Coronary artery spasm, susceptibility to	Cardiovascular	PON
Coronary artery spasm, susceptibility to	Cardiovascular	ESA
Coronary heart disease, susceptibility to	Cardiovascular	MMP3
Coronary heart disease, susceptibility to	Cardiovascular	STMY1
Coronary spasms, susceptibility to	Cardiovascular	NOS3
Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia	Neurological	IGBP1
Cortisol resistance	Endocrine	NR3C1
Cortisol resistance	Endocrine	GCR
Cortisol resistance	Endocrine	GRL
Cortisone reductase deficiency	Metabolic	GDH
Cortisone reductase deficiency	Metabolic	HSD11B1
Cortisone reductase deficiency	Metabolic	HSD11
Cortisone reductase deficiency	Metabolic	HSD11L
Costello syndrome	multiple	HRAS
Coumarin resistance	Hematological	CYP2A6
Coumarin resistance	Hematological	CYP2A3
Coumarin resistance	Hematological	CYP2A
Coumarin resistance	Hematological	P450C2A
Cowden disease	Cancer	PTEN
Cowden disease	Cancer	MMAC1
Cowden-like syndrome	Cancer	BMPR1A
Cowden-like syndrome	Cancer	ACVRLK3
Cowden-like syndrome	Cancer	ALK3
CPT deficiency, hepatic, type IA	Metabolic	CPT1A
CPT deficiency, hepatic, type II	Metabolic	CPT2
CPT II deficiency, lethal neonatal	Metabolic	CPT2
Cramps, familial, potassium-aggravated	Muscular	SCN4A
Cramps, familial, potassium-aggravated	Muscular	HYPP
Cramps, familial, potassium-aggravated	Muscular	NAC1A
Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	multiple	VSX1
Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	multiple	RINX
Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	multiple	PPCD
Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	multiple	PPD
Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells	multiple	KTCN
Craniofacial-deafness-hand syndrome	multiple	PAX3
Craniofacial-deafness-hand syndrome	multiple	WS1
Craniofacial-deafness-hand syndrome	multiple	HUP2
Craniofacial-deafness-hand syndrome	multiple	CDHS
Craniofacial-skeletal-dermatologic dysplasia	multiple	FGFR2
Craniofacial-skeletal-dermatologic dysplasia	multiple	BEK
Craniofacial-skeletal-dermatologic dysplasia	multiple	CFD1
Craniofacial-skeletal-dermatologic dysplasia	multiple	JWS
Craniofrontonasal dysplasia	Skeletal	EFNB1
Craniofrontonasal dysplasia	Skeletal	EPLG2
Craniofrontonasal dysplasia	Skeletal	CFNS
Craniofrontonasal dysplasia	Skeletal	CFND
Craniometaphyseal dysplasia	Bone	ANKH
Craniometaphyseal dysplasia	Bone	HANK
Craniometaphyseal dysplasia	Bone	ANK
Craniometaphyseal dysplasia	Bone	CMDJ
Craniometaphyseal dysplasia	Bone	CCAL2
Craniometaphyseal dysplasia	Bone	CPPDD
Craniosynostosis, nonspecific	Skeletal	FGFR2
Craniosynostosis, nonspecific	Skeletal	BEK
Craniosynostosis, nonspecific	Skeletal	CFD1
Craniosynostosis, nonspecific	Skeletal	JWS
Craniosynostosis, type 2	Skeletal	MSX2
Craniosynostosis, type 2	Skeletal	CRS2
Craniosynostosis, type 2	Skeletal	HOX8
CRASH syndrome	multiple	L1CAM
CRASH syndrome	multiple	CAML1
CRASH syndrome	multiple	HSAS1
Creatine deficiency syndrome, X-linked	Neurological	SLC6A8
Creatine deficiency syndrome, X-linked	Neurological	CRTR
Creatine phosphokinase, elevated serum	Metabolic	CAV3
Creatine phosphokinase, elevated serum	Metabolic	LGMD1C
Creatine phosphokinase, elevated serum	Metabolic	CAV3
Creatine phosphokinase, elevated serum	Metabolic	LGMD1C
Creutzfeldt-Jakob disease	Neurological	PRNP
Creutzfeldt-Jakob disease	Neurological	PRIP
Creutzfeldt-Jakob disease, variant, resistance to	Neurological	HLA-DQB1
Crigler-Najjar syndrome, type I	multiple	UGT1A1
Crigler-Najjar syndrome, type I	multiple	UGT1
Crigler-Najjar syndrome, type I	multiple	GNT1
Crigler-Najjar syndrome, type II	multiple	UGT1A1
Crigler-Najjar syndrome, type II	multiple	UGT1
Crigler-Najjar syndrome, type II	multiple	GNT1
Crohn disease, susceptibility to	Gastrointestinal	CARD15
Crohn disease, susceptibility to	Gastrointestinal	NOD2
Crohn disease, susceptibility to	Gastrointestinal	IBD1
Crohn disease, susceptibility to	Gastrointestinal	CD
Crohn disease, susceptibility to	Gastrointestinal	ACUG
Crohn disease, susceptibility to	Gastrointestinal	PSORAS1
Crohn disease, susceptibility to	Gastrointestinal	DLG5
Crohn disease, susceptibility to	Gastrointestinal	PDLG
Crohn disease, susceptibility to	Gastrointestinal	KIAA0583
Crouzon syndrome	Skeletal	FGFR2
Crouzon syndrome	Skeletal	BEK
Crouzon syndrome	Skeletal	CFD1
Crouzon syndrome	Skeletal	JWS
Crouzon syndrome with acanthosis nigricans	Skeletal	FGFR3
Crouzon syndrome with acanthosis nigricans	Skeletal	ACH
Cryptorchidism, bilateral	Renal	LGR8
Cryptorchidism, bilateral	Renal	GREAT
Cryptorchidism, idiopathic	Renal	INSL3
Currarino syndrome	Skeletal	HLXB9
Currarino syndrome	Skeletal	HOXHB9
Currarino syndrome	Skeletal	SCRA1
Cutis laxa, AD	Connective tissue	ELN
Cutis laxa, autosomal dominant	Connective tissue	FBLN5
Cutis laxa, autosomal dominant	Connective tissue	ARMD3
Cutis laxa, autosomal recessive	Connective tissue	FBLN5
Cutis laxa, autosomal recessive	Connective tissue	ARMD3
Cutis laxa, neonatal	Connective tissue	ATP7A
Cutis laxa, neonatal	Connective tissue	MNK
Cutis laxa, neonatal	Connective tissue	MK
Cutis laxa, neonatal	Connective tissue	OHS
Cyclic ichthyosis with epidermolytic hyperkeratosis	Dermatological	KRT1
Cylindromatosis, familial	Dermatological	CYLD1
Cylindromatosis, familial	Dermatological	CDMT
Cylindromatosis, familial	Dermatological	EAC
Cystathioninuria	Metabolic	CTH
Cystic fibrosis	Respiratory	CFTR
Cystic fibrosis	Respiratory	ABCC7
Cystic fibrosis	Respiratory	CF
Cystic fibrosis	Respiratory	MRP7
Cystinosis, atypical nephropathic	Renal	CTNS
Cystinosis, late-onset juvenile or adolescent nephropathic	Renal	CTNS
Cystinosis, nephropathic	Renal	CTNS
Cystinosis, ocular nonnephropathic	Renal	CTNS
Cystinuria	Renal	SLC3A1
Cystinuria	Renal	ATR1
Cystinuria	Renal	D2H
Cystinuria	Renal	NBAT
Cystinuria, type II	Renal	SLC7A9
Cystinuria, type II	Renal	CSNU3
Cystinuria, type III	Renal	SLC7A9
Cystinuria, type III	Renal	CSNU3
D-2-hydroxyglutaric aciduria	Metabolic	D2HGD
Darier disease	Dermatological	ATP2A2
Darier disease	Dermatological	ATP2B
Darier disease	Dermatological	DAR
D-bifunctional protein deficiency	Metabolic	HSD17B4
Deafness, autosomal dominant 10	Ear,Nose,Throat	EYA4
Deafness, autosomal dominant 10	Ear,Nose,Throat	DFNA10
Deafness, autosomal dominant 10	Ear,Nose,Throat	CMD1J
Deafness, autosomal dominant 1	Ear,Nose,Throat	DIAPH1
Deafness, autosomal dominant 1	Ear,Nose,Throat	DFNA1
Deafness, autosomal dominant 1	Ear,Nose,Throat	LFHL1
Deafness, autosomal dominant 11, neurosensory	Ear,Nose,Throat	MYO7A
Deafness, autosomal dominant 11, neurosensory	Ear,Nose,Throat	USH1B
Deafness, autosomal dominant 11, neurosensory	Ear,Nose,Throat	DFNB2
Deafness, autosomal dominant 11, neurosensory	Ear,Nose,Throat	DFNA11
Deafness, autosomal dominant 12	Ear,Nose,Throat	TECTA
Deafness, autosomal dominant 12	Ear,Nose,Throat	DFNA8
Deafness, autosomal dominant 12	Ear,Nose,Throat	DFNA12
Deafness, autosomal dominant 12	Ear,Nose,Throat	DFNB21
Deafness, autosomal dominant 13	Ear,Nose,Throat	COL11A2
Deafness, autosomal dominant 13	Ear,Nose,Throat	STL3
Deafness, autosomal dominant 13	Ear,Nose,Throat	DFNA13
Deafness, autosomal dominant 15	Ear,Nose,Throat	POU4F3
Deafness, autosomal dominant 15	Ear,Nose,Throat	BRN3C
Deafness, autosomal dominant 17	Ear,Nose,Throat	MYH9
Deafness, autosomal dominant 17	Ear,Nose,Throat	MHA
Deafness, autosomal dominant 17	Ear,Nose,Throat	FTNS
Deafness, autosomal dominant 17	Ear,Nose,Throat	DFNA17
Deafness, autosomal dominant 20/26	Ear,Nose,Throat	ACTG1
Deafness, autosomal dominant 20/26	Ear,Nose,Throat	DFNA20
Deafness, autosomal dominant 20/26	Ear,Nose,Throat	DFNA26
Deafness, autosomal dominant 22	Ear,Nose,Throat	MYO6
Deafness, autosomal dominant 22	Ear,Nose,Throat	DFNA22
Deafness, autosomal dominant 22	Ear,Nose,Throat	DFNB37
Deafness, autosomal dominant 2	Ear,Nose,Throat	GJB3
Deafness, autosomal dominant 2	Ear,Nose,Throat	CX31
Deafness, autosomal dominant 2	Ear,Nose,Throat	DFNA2
Deafness, autosomal dominant 2	Ear,Nose,Throat	KCNQ4
Deafness, autosomal dominant 2	Ear,Nose,Throat	DFNA2
Deafness, autosomal dominant 28	Ear,Nose,Throat	TFCP2L3
Deafness, autosomal dominant 28	Ear,Nose,Throat	DFNA28
Deafness, autosomal dominant 3	Ear,Nose,Throat	GJB2
Deafness, autosomal dominant 3	Ear,Nose,Throat	CX26
Deafness, autosomal dominant 3	Ear,Nose,Throat	DFNB1
Deafness, autosomal dominant 3	Ear,Nose,Throat	PPK
Deafness, autosomal dominant 3	Ear,Nose,Throat	DFNA3
Deafness, autosomal dominant 3	Ear,Nose,Throat	KID
Deafness, autosomal dominant 3	Ear,Nose,Throat	HID
Deafness, autosomal dominant 3	Ear,Nose,Throat	GJB6
Deafness, autosomal dominant 3	Ear,Nose,Throat	CX30
Deafness, autosomal dominant 3	Ear,Nose,Throat	DFNA3
Deafness, autosomal dominant 3	Ear,Nose,Throat	HED
Deafness, autosomal dominant 3	Ear,Nose,Throat	ED2
Deafness, autosomal dominant 36	Ear,Nose,Throat	TMC1
Deafness, autosomal dominant 36	Ear,Nose,Throat	DFNB7
Deafness, autosomal dominant 36	Ear,Nose,Throat	DFNB11
Deafness, autosomal dominant 36	Ear,Nose,Throat	DFNA36
Deafness, autosomal dominant 36, with dentinogenesis	Ear,Nose,Throat	DSPP
Deafness, autosomal dominant 36, with dentinogenesis	Ear,Nose,Throat	DPP
Deafness, autosomal dominant 36, with dentinogenesis	Ear,Nose,Throat	DGI1
Deafness, autosomal dominant 36, with dentinogenesis	Ear,Nose,Throat	DFNA39
Deafness, autosomal dominant 36, with dentinogenesis	Ear,Nose,Throat	DTDP2
Deafness, autosomal dominant 40	Ear,Nose,Throat	CRYM
Deafness, autosomal dominant 40	Ear,Nose,Throat	DFNA40
Deafness, autosomal dominant 4	Ear,Nose,Throat	MYH14
Deafness, autosomal dominant 4	Ear,Nose,Throat	KIAA2034
Deafness, autosomal dominant 4	Ear,Nose,Throat	DFNA4
Deafness, autosomal dominant 5	Ear,Nose,Throat	DFNA5
Deafness, autosomal dominant 8	Ear,Nose,Throat	TECTA
Deafness, autosomal dominant 8	Ear,Nose,Throat	DFNA8
Deafness, autosomal dominant 8	Ear,Nose,Throat	DFNA12
Deafness, autosomal dominant 8	Ear,Nose,Throat	DFNB21
Deafness, autosomal dominant 9	Ear,Nose,Throat	COCH
Deafness, autosomal dominant 9	Ear,Nose,Throat	DFNA9
Deafness, autosomal dominant nonsyndromic sensorineural	Ear,Nose,Throat	MYO1A
Deafness, autosomal dominant, with peripheral neuropathy	Ear,Nose,Throat	GJB3
Deafness, autosomal dominant, with peripheral neuropathy	Ear,Nose,Throat	CX31
Deafness, autosomal dominant, with peripheral neuropathy	Ear,Nose,Throat	DFNA2
Deafness, autosomal recessive 10, congenital	Ear,Nose,Throat	TMPRSS3
Deafness, autosomal recessive 10, congenital	Ear,Nose,Throat	ECHOS1
Deafness, autosomal recessive 10, congenital	Ear,Nose,Throat	DFNB8
Deafness, autosomal recessive 10, congenital	Ear,Nose,Throat	DFNB10
Deafness, autosomal recessive 1	Ear,Nose,Throat	GJB2
Deafness, autosomal recessive 1	Ear,Nose,Throat	CX26
Deafness, autosomal recessive 1	Ear,Nose,Throat	DFNB1
Deafness, autosomal recessive 1	Ear,Nose,Throat	PPK
Deafness, autosomal recessive 1	Ear,Nose,Throat	DFNA3
Deafness, autosomal recessive 1	Ear,Nose,Throat	KID
Deafness, autosomal recessive 1	Ear,Nose,Throat	HID
Deafness, autosomal recessive 12	Ear,Nose,Throat	CDH23
Deafness, autosomal recessive 12	Ear,Nose,Throat	USH1D
Deafness, autosomal recessive 12, modifier of	Ear,Nose,Throat	ATP2B2
Deafness, autosomal recessive 12, modifier of	Ear,Nose,Throat	PMCA2
Deafness, autosomal recessive 16	Ear,Nose,Throat	STRC
Deafness, autosomal recessive 16	Ear,Nose,Throat	DFNB16
Deafness, autosomal recessive 18	Ear,Nose,Throat	USH1C
Deafness, autosomal recessive 18	Ear,Nose,Throat	DFNB18
Deafness, autosomal recessive 21	Ear,Nose,Throat	TECTA
Deafness, autosomal recessive 21	Ear,Nose,Throat	DFNA8
Deafness, autosomal recessive 21	Ear,Nose,Throat	DFNA12
Deafness, autosomal recessive 21	Ear,Nose,Throat	DFNB21
Deafness, autosomal recessive 22	Ear,Nose,Throat	OTOA
Deafness, autosomal recessive 22	Ear,Nose,Throat	DFNB22
Deafness, autosomal recessive 23	Ear,Nose,Throat	PCDH15
Deafness, autosomal recessive 23	Ear,Nose,Throat	DFNB23
Deafness, autosomal recessive 29	Ear,Nose,Throat	CLDN14
Deafness, autosomal recessive 29	Ear,Nose,Throat	DFNB29
Deafness, autosomal recessive 2, neurosensory	Ear,Nose,Throat	MYO7A
Deafness, autosomal recessive 2, neurosensory	Ear,Nose,Throat	USH1B
Deafness, autosomal recessive 2, neurosensory	Ear,Nose,Throat	DFNB2
Deafness, autosomal recessive 2, neurosensory	Ear,Nose,Throat	DFNA11
Deafness, autosomal recessive 30	Ear,Nose,Throat	MYO3A
Deafness, autosomal recessive 30	Ear,Nose,Throat	DFNB30
Deafness, autosomal recessive 31	Ear,Nose,Throat	WHRN
Deafness, autosomal recessive 31	Ear,Nose,Throat	CIP98
Deafness, autosomal recessive 31	Ear,Nose,Throat	KIAA1526
Deafness, autosomal recessive 31	Ear,Nose,Throat	DFNB31
Deafness, autosomal recessive 3	Ear,Nose,Throat	MYO15A
Deafness, autosomal recessive 3	Ear,Nose,Throat	DFNB3
Deafness, autosomal recessive 36	Ear,Nose,Throat	ESPN
Deafness, autosomal recessive 37	Ear,Nose,Throat	MYO6
Deafness, autosomal recessive 37	Ear,Nose,Throat	DFNA22
Deafness, autosomal recessive 37	Ear,Nose,Throat	DFNB37
Deafness, autosomal recessive	Ear,Nose,Throat	GJB3
Deafness, autosomal recessive	Ear,Nose,Throat	CX31
